location,latitude,longitude,pagenumber,map_order,pagenumber_first,pagenumber_last,loc_name_shelley,loc_name_18c,loc_name_modern,loc_type,action_emotive_victor,action_emotive_creature,action_emotive_walton,action_emotive_clerval,action_emotive_alphonse,action_emotive_caroline,action_emotive_elizabeth,action_emotive_william,action_emotive_justine,action_emotive_felix,action_emotive_safie,action_emotive_agatha,action_emotive_delacey,action_emotive_waldman,action_emotive_krempe,action_emotive_kirwin,action_emotive_ernest,action_physical_victor,action_physical_creature,action_physical_walton,action_physical_clerval,action_physical_alphonse,action_physical_caroline,action_physical_elizabeth,action_physical_william,action_physical_justine,action_physical_felix,action_physical_safie,action_physical_agatha,action_physical_waldman,action_physical_krempe,action_physical_kirwin,action_physical_ernest,nature_setting,nature_loc,nature_aesthetic,nature_weather,nature_time,nature_topography,name_narrator,name_actant1,name_actant2,name_actant3,name_actant4,name_actant5,name_ref1,name_ref2,name_ref3,name_ref4,name_ref5,name_book1,name_book2,name_book3,name_book4,name_book5,extract,,,,,,
25Genevav1ch2,46.201401,6.148595,25,,25,25,Geneva ,Genève,Genève,loc_zone,,,,,,,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,nature_na,Victor,Alphonse,Caroline,,,,Victor,,,,,,,,,,"""I had hitherto attended the schools of Geneva; but my father thought it necessary, for the completion of my education, that I should be made acquainted with other customs than those of my native country.""",,,,,,
25RepublicofGenevav1ch2,46.201401,6.148595,25,,25,25,"""My native country"" [Republic of Geneva]", République de Genève ,Canton de Genève,loc_zone,,,,,,,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,nature_setting_city,,nature_aesthetic_na,nature_weather_na,,nature_na,Victor,Alphonse,Caroline,,,,Victor,,,,,,,,,,"""...I should be made acquainted with other customs than those of my native country. My departure was therefore fixed at an early date; but, before ghe day resolved upon could arrive, the first misfortune of my life occurred--an omen, as it were, of my future misery.""",,,,,,
25UniversityofIngolstadtv1ch2,48.76291667,11.42138889,25,,25,25,University of Ingolstadt,Landefuniverfität Ingolftadt,Ludwit-Maximilians-Universität Munchen,loc_topmarker,,,,,,,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,nature_na,Victor,Alphonse,Caroline,,,,Victor,,,,,,,,,,"""When I had attained the age of seventeen, my parents resolved that I should become a student at the University of Ingolstadt.""",,,,,,
41englandv1ch5,52.3555,1.1743,41,,41,41,England,England,England,loc_topmarker,,,,,,,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_plain,Elizabeth,,,,,,Justine,,,,,,,,,,"“A servant in Geneva does not mean the same things as a servant in France and England. Justine, thus received in our family, learned the duties of a servant; a condition which, in our fortunate country, does not include the idea of ignorance, and a sacrifice of the dignity of a human being.” (Shelley 2012:41)",,,,,,
41francev1ch5,46.2276,2.2137,41,,41,41,France,France,France,loc_topmarker,,,,,,,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_plain,Elizabeth,,,,,,Justine,,,,,,,,,,"“A servant in Geneva does not mean the same things as a servant in France and England. Justine, thus received in our family, learned the duties of a servant; a condition which, in our fortunate country, does not include the idea of ignorance, and a sacrifice of the dignity of a human being.” (Shelley 2012:41)",,,,,,
41genevav1ch5,46.201401,6.148595,41,,41,41,Geneva,Genève,Genève,loc_topmarker,,,,,,,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_coastal,Elizabeth,,,,,,Madame Mortiz,Justine Mortiz,England,France,,,,,,,"“Madame Mortiz, her mother, was a widow with four children, of whom Justine was the third.” (Shelley 2012:41)

“A servant in Geneva does not mean the same thing as a servant in France and England. Justine, thus received in our family, learned the duties of a servant; a condition which, in our fortunate country, does not include the idea of ignorance, and a sacrifice of the dignity of a human being.” (Shelley 2012:41)",,,,,,
42ingoldstadtv1ch5,48.76355278,11.425,42,,42,42,Ingoldstadt,Ingolftadt,Ingolstadt,loc_topmarker,,,,,,,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_plain,Elizabeth,,,,,,Madame Mortiz,Justine,,,,,,,,,"“She was a Roman Catholic; and I believe her confessor confirmed the idea which she had conceived. Accordingly, a few months after your departure for Ingoldstadt, Justine was called home by her repentant mother.” (Shelley 2012:42)",,,,,,
43genevav1ch5,46.201401,6.148595,43,,43,43,Geneva,Genève,Genève,loc_topmarker,,,,,,,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_coastal,Elizabeth,,,,,,Victor,"Miss Mansfield and John Melbourne, Esq.",Manon and M. Duvillard,Louis Manior,Clerval,,,,,,"“Now, dear Victor, I dare say you wish to be indulged in a little gossip concerning the good people of Geneva. The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq. Her ugly sister, Manon, married M. Duvillard, the rich banker, last autumn. Your favourite schoolfellow, Louis Manoir, has suffered several misfortunes since the departure of Clerval from Geneva.” (Shelley 2012:43)",,,,,,
46plainapalaisv1ch6,46.1939,6.1414,46,,46,47,Plainapalais,Plaine de palais,Plain de Plainapalais,loc_zone,,,,,contempt,,contempt,contempt,,,,,,,,,contempt,,,,,action_physical_traveling,,action_physical_traveling,action_physical_traveling,,,,,,,,action_physical_traveling,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_night,nature_plain,Victor,Alphonse,Elizabeth,William,Ernest,,,,,,,,,,,,"“Last Thursday (May 7th) I, my niece, and your two brothers, went to walk in Plainpalais. The evening was warm and serene, and we prolonged our walk farther than usual. It was already dusk before we thought of returning; and then we discovered that William and Ernest, who gone on before, were not to be found. We accordingly rested on a seat until they should return.” (Shelley 2012: 46)",,,,,,
51myfather'shousev1ch6,,,51,,51,51,My father's house,,Alphonse Frankenstein's house,loc_zone,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_plain,Victor,Victor,,,,,Mont Salêve,,,,,,,,,,"“Day dawned; and I directed my steps towards the town. The gates were open; and I hastened to my father’s house. My first thought was to discover what I knew of the murderer, and cause instant I had to tell. But I paused when I reflected on the story that I had to tell. A being whom I myself had formed, and endued with life, had met me at midnight among the precipices of an inaccessible mountain…I well knew that if any other had communicated such a relation to me, I should have looked upon it as the ravings of insanity. Besides, the strange nature of the animal would elude all pursuit, even if I were so far credited as to persuade my relatives to commence it. Besides, of what use would be pursuit? Who could arrest a creature capable of scaling the overhanging sides of Mont Salêve?” (Shelley 2012:51)",,,,,,
55chênev1ch7,45.743261,5.682889,55,,55,55,Chêne,Chêne-les-Bougeries,Chêne-Bougeries,loc_zone,,,,,,,,,sadness,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_plain,Victor,Justine,,,,,William,Justine's aunt,Geneva,,,,,,,,"“…by the permission of Elizabeth, she had passed the evening of the night on which the murder had been committed, at the house of an aunt at Chêne, a village situated at about a league from Geneva. On her return, at about nine o’clock, she met a man, who asked her if she had seen any thing of the child who was lost. She was alarmed by this account, and passed several hours in looking for him, when the gates of Geneva were shut, and she was forced to remain several hours of the night in a barn belonging to a cottage, being unwilling to call up the inhabitants, to whom she was well known. Unable to rest or sleep, she quitted her asylum early, that she might again endeavor to find my brother.” (Shelley 2012:55)",,,,,,
55genevav1ch7,46.201401,6.148595,55,,55,55,Geneva,Genève,Genève,loc_topmarker,,,,,,,,,fear,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_coastal,Victor,Justine,,,,,Elizabeth,William,An unnamed man,Barn Owners,Chêne,,,,,,"“…by the permission of Elizabeth, she had passed the evening of the night on which the murder had been committed, at the house of an aunt at Chêne, a village situated at about a league from Geneva. On her return, at about nine o’clock, she met a man, who asked her if she had seen any thing of the child who was lost. She was alarmed by this account, and passed several hours in looking for him, when the gates of Geneva were shut, and she was forced to remain several hours of the night in a barn belonging to a cottage, being unwilling to call up the inhabitants, to whom she was well known. Unable to rest or sleep, she quitted her asylum early, that she might again endeavor to find my brother.” (Shelley 2012:55)",,,,,,
64bridgeofPelissierch8,45.915,6.772,64,,64,64,bridge of Pelissier, le pont Pélissier, le pont Pélissier,loc_path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_na,,nature_valley,Victor,Victor,Alphonse,Ernest,Elizabeth,,,,,,,,,,,,"""We passed the bridge of Pelissier, where the ravine, 
which the river forms, opened before us,""",,,,,,
68desertmountainsv2ch2,46.501576,7.999708,68,,68,68,Desert mountains and dreary glaciers... caves of ice,Alps,Alps,loc_action,,longing,,,,,,,,,,,,,,,,,action_physical_hiding,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_fog,,nature_mountain,Creature,Creature,,,,,Victor,Mankind,,,,,,,,,""" 'The desert mountains and dreary glaciers are my refuge. I have wandered here many days; the caves of ice, which I only do not fear, are a dwelling to me, and the only one which man does not grudge. These bleak skies I hail, for they are kinder to me than your fellow-beings.'""",,,,,,
70forestv2ch3,48.76291667,11.42138889,70,,70,72,Forests near Ingolstadt,,der Wald bei Ingolstadt,loc_zone,,surprise,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_sublime,,,nature_forest,Creature,Creature,,,,,Victor (and his apartment),Wandering beggars,,,,,,,,,"""'This was the forest near Ingolstadt; and here I lay by the side of a brook resting from my fatigue, until I felt tormented by hunger and thirst.'""",,,,,,
72shepherd'shutv2ch3,48.748245,10.417053,72,,72,73,a small hut,,,loc_zone,,surprise,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_interior,nature_aesthetic_na,nature_weather_snow,nature_time_day,nature_plain,Creature,Creature,Shepherd,,,,,,,,,Paradise Lost,,,,,"""at length I perceived a small hut, on a rising ground, which had doubtless been built for the convenience of some shepherd.'""",,,,,,
73villagev2ch3,48.748245,10.417053,73,,73,73,village,,,loc_path,,longing,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,,nature_time_night,nature_plain,Creature,Creature,Villagers,,,,,,,,,,,,,,"""'I proceeded across the fields for several hours, until at sunset I arrived at a village.'""",,,,,,
76cottagevol2ch4,11.757691,49.288341,76,,76,76,the cottage,,,loc_topmarker,,longing,,,,,,,,,,,,,,,,,action_physical_hiding,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_interior,nature_aesthetic_na,,,nature_forest,Creature,Creature,,,,,Agatha,Felix,DeLacey,,,,,,,,"""The cottagers arose the next morning before the sun. The young woman arranged the cottage, and prepared the food; and the youth departed after the first meal.""",,,,,,
77neighboringwoodvol2ch4,11.757691,49.288341,77,,77,77,a neighboring wood,,,loc_zone,,longing,,,,,,,,love,,love,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,,nature_time_night,nature_forest,Creature,Creature,Agatha,Felix,,,DeLacey,,,,,,,,,,"""I had been accustomed, during the night, to steal a part of their store for my own consumption; but when I found that in doing this I inflicted pain on the cottagers, I abstained, and satisfied myself with berries, nuts, and roots, which I gathered from a neighboring wood.""",,,,,,
77moonvol2ch4,,,77,,77,77,the moon,,,loc_topmarker,,longing,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_forest,Creature,Creature,,,,,Agatha,Felix,DeLacey,,,,,,,,"""By great application, however, and after having remained during the space of several revolutions of the moon in my hovel, I discovered the names that were given to some of the most familiar objects of discourse...""",,,,,,
77cottagevol2ch4,49.288341,11.757691,77,,77,77,the cottage,,,loc_zone,,happiness,,,,,,,,surprise,,surprise,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_interior,nature_aesthetic_beautiful,,,nature_forest,Creature,Creature,Agatha,Felix,,,,,,,,,,,,,"""... but spent it in repairing the cottage, and cultivating the garden.""",,,,,,
77forestvol2ch4,49.288341,11.757691,77,,77,77,the forest,,,loc_zone,,happiness,,,,,,,,love,,love,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,,,nature_forest,Creature,Creature,Agatha,Felix,,,,,,,,,,,,,"""I observed, with pleasure, that he did not go to the forest that day...""",,,,,,
77gardenvol2ch4,49.288341,11.757691,77,,77,77,the garden,,,loc_zone,,happiness,,,,,,,,surprise,,surprise,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_beautiful,,,nature_forest,Creature,Creature,Agatha,Felix,,,,,,,,,,,,,"""...but spent it in repairing the cottage and cultivating the garden.""",,,,,,
78milkhousevol2ch4,11.757691,49.288341,78,,78,78,the milk-house,,,loc_zone,,longing,,,,,,,,surprise,,,,,,,,,action_physical_learningsolitary,,,,,,,,action_physical_learningcollectively,,action_physical_learningcollectively,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,,nature_time_day,nature_forest,Creature,Creature,Agatha,Felix,DeLacey,,,,,,,,,,,,"""Early in the morning before she had risen, he cleared away the snow that obstructed her path to the milk-house...""",,,,,,
78gardenvol2ch4,49.288341,11.757691,78,,78,78,the garden,,,loc_zone,,longing,,,,,,,,surprise,,,,,,,,,action_physical_learningsolitary,,,,,,,,action_physical_learningcollectively,,action_physical_learningcollectively,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_beautiful,,nature_time_day,nature_forest,Creature,Creature,Agatha,Felix,DeLacey,,,,,,,,,,,,"""At other times he worked in the garden...""",,,,,,
78outhousevol2ch4,49.288341,11.757691,78,,78,78,the outhouse,,,loc_zone,,longing,,,,,,,,longing,,,,,,,,,action_physical_learningsolitary,,,,,,,,action_physical_learningcollectively,,action_physical_learningcollectively,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_beautiful,,nature_time_day,nature_forest,Creature,Creature,Agatha,Felix,DeLacey,,,,,,,,,,,,"""...drew water from the well, and brought the wood from the outhouse, where, to his perpetual astonishment, he found his store always replenished by an invisible hand.""",,,,,,
79gardenvol2ch4,11.757691,49.288341,79,,79,79,the garden,,,loc_zone,,longing,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_day,nature_forest,Creature,Creature,,,,,Felix,Agatha,DeLacey,,,,,,,,"""Several new kinds of plants sprung up in the garden which they dressed; and these signs of comfort increased daily as the season advanced.""",,,,,,
80earthvol2ch4,,,80,,80,80,the earth,,,loc_zone,,longing,,,,,,,,,,,,,,,,,action_physical_learningsolitary,,,,,,,,action_physical_dialogue,,action_physical_dialogue,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_rain,nature_time_day,nature_forest,Creature,Creature,Felix,Agatha,,,DeLacey,Men,,,,,,,,,"""The pleasant showers and genial warmth of spring greatly altered the aspect of the earth.""",,,,,,
81Cottagev2ch5,,,81,,80,84,,,,loc_action,,jealousy,,,,,,,,love,love,happiness,happiness,,,,,,action_physical_learningsolitary,,,,,,,,action_physical_dialogue,action_physical_dialogue,action_physical_dialogue,,,,,nature_setting_rural,nature_loc_interior,nature_aesthetic_beautiful,nature_weather_clear,,nature_forest,Creature,Creature,Felix,Safie,Agatha,DeLacey,guide,,,,,Ruins of Empires,,,,,"""Felix seemed ravished with delight when he saw her, every trait of sorrow vanished from his face, and it instantly expressed a degree of ecstatic joy, of which I could hardly have believed it capable; his eyes sparkled, as his cheek flushed with pleasure; and at that moment I thought him as beautiful as the stranger. She appeared affected by his different feelings; wiping a few tears from her lovely eyes, she held out her hand to Felix, who kissed it rapturously, and called her, as well as I could distinguish, his sweet Arabian. She did not appear to understand him, but smiled. He assisted her to dismount, and, dismissing her guide, conducted her to the cottage. Some conversation took place between him and his father; and the young stranger knelt at the old man's feet, and would have kissed his hand, but he raised her, and embraced her affectionately.""",,,,,,
82woodsv2ch5,,,82,,82,82,woods,,,loc_zone,,happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_clear,nature_time_night,nature_forest,Creature,Creature,,,,,,,,,,,,,,,"""In the meanwhile also the black ground was covered with herbage, and the green banks interspersed with innumerable flowers, sweet to the scent and the eyes, stars of pale radiance among the moonlight woods; the sun became warmer, the nights clear, and balmy; and my nocturnal rambles were an extreme pleasure to me, although they were considerably shortened by the late setting and early rising of the sun; for I never ventured abroad during daylight, fearful of meeting wiht the same treatment as I had formerly endured in the first village which I entered."" ",,,,,,
84Parisv2ch6,48.8566,2.3522,84,,84,86,Paris,Paris,Paris,loc_topmarker,,contentment,,,,,,,,anger,sadness,,,,,,,,action_physical_hiding,,,,,,,,action_physical_dialogue,action_physical_learningcollectively,action_physical_dialogue,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,,nature_na,Creature,Creature,Felix,Turkish merchant,Safie,,DeLacey,Agatha,Safie's mother,,,,,,,,"""The name of the old man was De Lacey. He was descended from a good family in France, where he had lived for many years in affluence, respected by his superiors, and beloved by his equals. His son was bred in the service of his country; and Agatha had ranked with ladies of the highest distinction. A few months before my arrival, they had lived in a large and luxurious city, called Paris, surrounded by friends, and possessed of every enjoyment which virtue, refinement of intellect, or taste, accompanied by a moderate fortune, could afford."" ",,,,,,
85Constantinoplev2ch6,41.0082,28.9784,85,,85,85,Constantinople,Islambol,İstanbul,loc_path,,contentment,,,,,,,,,sadness,,,,,,,,action_physical_learningsolitary,,,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Creature,Safie,,,,,,,,,,,,,,,"""[Safie's father] was seized and cast into prison the very day that Safie arrived from Constantinople to join him.""",,,,,,
85Prisonv2ch6,,,85,,85,86,,,,loc_topmarker,,,,,,,,,,contempt,sadness,,,,,,,,action_physical_dialogue,,,,,,,,action_physical_dialogue,action_physical_dialogue,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_na,Creature,Creature,Felix,Safie,Turkish merchant,,De Lacey,Agatha,,,,,,,,,"""Felix had been present at the trial; his horror and indignation were uncontrollable, when he heard the decision of the court. He made, at that moment, a solemn vow to deliver him, and then looked around for the means. After many fruitless attempts to gain admittance to the prison, he found a strongly grated window in an unguarded part of the building, which lighted the dungeon of the unfortunate Mahometan; who, loaded with chains, waited in despair the execution of the barbarous sentence. Felix visited the grate at night, and made known to the prisoner his intentions in his favour. The Turk, amazed and delighted, endeavoured to kindle the zeal of his deliverer by promises of reward and wealth. Felix rejected his offers with contempt; yet when he saw the lovely Safie, who was allowed to visit her father, and who, by her gestures expressed her lively gratitude, the youth could not help owning to his own mind, that the captive possessed a treasure which would fully reward his toil and hazard.""",,,,,,
86Parisv2ch6,48.8566,2.3522,86,,86,86,Paris,Paris,Paris,loc_path,,,,,,,,,,fear,fear,,,,,,,,,,,,,,,,action_physical_escape,action_physical_escape,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_na,Creature,Felix,Safie,Safie's father,,,,,,,,,,,,,"""The day for the execution of the Turk was fixed: but, on the night previous to it, he quitted his prison, and before morning was distant many leagues from Paris. Felix had procured passports in the name of his father, sister, and himself. He had previously communicated his plan to the former, who aided the deceit by quitting his house, under the pretence of a journey and concealed himself, with his daughter, in an obscure part of Paris.
“Felix conducted the fugitives through France to Lyons, and across Mont Cenis to Leghorn, where the merchant had decided to wait a favourable opportunity of passing into some part of the Turkish dominions.""",,,,,,
86Lyonv2ch6,45.764,4.8357,86,,86,86,Lyons,Lyon,Lyon,loc_path,,,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,action_physical_escape,action_physical_escape,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,nature_na,Creature,Felix,Safie,,,,,,,,,,,,,,"“Felix conducted the fugitives through France to Lyons and across Mont Cenis to Leghorn, where the merchant had decided to wait a favourable opportunity of passing into some part of the Turkish dominions.""",,,,,,
86MontCenisv2ch6,45.2596,6.9009,86,,86,86,Mont Cenis,Mont Cenis,Mont Cenis,loc_path,,,,,,,,,,fear,fear,,,,,,,,action_physical_dialogue,,,,,,,,action_physical_escape,action_physical_escape,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,,nature_mountain,Creature,Felix,Safie,,,,,,,,,,,,,,"“Felix conducted the fugitives through France to Lyons and across Mont Cenis to Leghorn, where the merchant had decided to wait a favourable opportunity of passing into some part of the Turkish dominions.""",,,,,,
86Leghornv2ch6,43.5485,10.3106,86,,86,88,Leghorn,Livorno,Livorno,loc_path,,,,,,,,,,love,love,,,,,,,,action_physical_dialogue,,,,,,,,action_physical_hiding,action_physical_hiding,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,,nature_coastal,Creature,Felix,Safie,,,,,,,,,,,,,,"“Felix conducted the fugitives through France to Lyons and across Mont Cenis to Leghorn, where the merchant had decided to wait a favourable opportunity of passing into some part of the Turkish dominions.
“Safie resolved to remain with her father until the moment of his departure, before which time the Turk renewed his promise that she should be united to his deliverer; and Felix remained with them in expectation of that event; and in the meantime he enjoyed the society of the Arabian, who exhibited towards him the simplest and tenderest affection. They conversed with one another through the means of an interpreter, and sometimes with the interpretation of looks; and Safie sang to him the divine airs of her native country.
“The Turk allowed this intimacy to take place and encouraged the hopes of the youthful lovers, while in his heart he had formed far other plans. He loathed the idea that his daughter should be united to a Christian, but he feared the resentment of Felix if he should appear lukewarm, for he knew that he was still in the power of his deliverer if he should choose to betray him to the Italian state which they inhabited. He revolved a thousand plans by which he should be enabled to prolong the deceit until it might be no longer necessary, and secretly to take his daughter with him when he departed. His plans were facilitated by the news which arrived from Paris.""",,,,,,
86hovelv2ch6,,,86,,86,86,hovel,,,loc_zone,,contentment,,,,,,,,,,,,,,,,,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_interior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_na,Creature,Creature,,,,,Felix_ref1,Agatha_ref2,Safie_ref3,,,,,,,,"""I have copies of these letters; for I found means, during my residence in the hovel, to procure the implements of writing; and the letters were often in the hands of Felix or Agatha. Before I depart, I will give them to you, they will prove the truth of my tale; but at present, as the sun is already far declined, I shall only have time to repeat the substance of them to you.""",,,,,,
86Asiav2ch6,,,86,,86,86,Asia,Asia,Asia,loc_topmarker,,,,,,,,,,,disgust,,,,,,,,action_physical_dialogue,,,,,,,,,action_physical_dialogue,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_revulsion,nature_weather_na,,nature_na,Creature,Safie,,,,,,,,,,,,,,,"""[Safie's mother] died; but her lessons were indelibly impressed on the mind of Safie, who sickened at the prospect of again returning to Asia, and the being immured within the walls of a haram, allowed only to occupy herself with puerile amusements, ill suited to the temper of her soul, now accustomed to grand ideas, and a noble emulation for virtue.""",,,,,,
87Parisv2ch6,48.8566,2.3522,87,,87,87,Paris,Paris,Paris,loc_topmarker,,,,,,,,,,anger,,,,,,,,,action_physical_dialogue,,,,,,,,action_physical_confrontation,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,,nature_na,Creature,Felix,,,,,De Lacey,Agatha,Safie,,,,,,,,"“The government of France were greatly enraged at the escape of their victim and spared no pains to detect and punish his deliverer. The plot of Felix was quickly discovered, and De Lacey and Agatha were thrown into prison. The news reached Felix and roused him from his dream of pleasure. His blind and aged father and his gentle sister lay in a noisome dungeon while he enjoyed the free air and the society of her whom he loved. This idea was torture to him. He quickly arranged with the Turk that if the latter should find a favourable opportunity for escape before Felix could return to Italy, Safie should remain as a boarder at a convent at Leghorn; and then, quitting the lovely Arabian, he hastened to Paris and delivered himself up to the vengeance of the law, hoping to free De Lacey and Agatha by this proceeding.
“He did not succeed. They remained confined for five months before the trial took place, the result of which deprived them of their fortune and condemned them to a perpetual exile from their native country.""",,,,,,
87cottagev2ch6,,,87,,87,88,cottage in Germany,,,loc_action,,,,,,,,,,anger,,,,,,,,,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_interior,nature_aesthetic_na,nature_weather_na,,nature_forest,Creature,Felix,,,,,Safie,De Lacey,Agatha,,,,,,,,"“They found a miserable asylum in the cottage in Germany, where I discovered them. Felix soon learned that the treacherous Turk, for whom he and his family endured such unheard-of oppression, on discovering that his deliverer was thus reduced to poverty and ruin, became a traitor to good feeling and honour and had quitted Italy with his daughter, insultingly sending Felix a pittance of money to aid him, as he said, in some plan of future maintenance.""",,,,,,
88Germanyv2ch6,51.1657,10.4515,88,,88,88,Germany,Holy Roman Empire,Deutschland,loc_path,,,,,,,,,,,longing,,,,,,,,action_physical_dialogue,,,,,,,,,action_physical_escape,,,,,,nature_setting_rural,,nature_aesthetic_na,nature_weather_na,,nature_na,Creature,Safie,,,,,De Lacey,Felix,,,,,,,,,"“When alone, Safie resolved in her own mind the plan of conduct that it would become her to pursue in this emergency. A residence in Turkey was abhorrent to her; her religion and her feelings were alike averse to it. By some papers of her father which fell into her hands she heard of the exile of her lover and learnt the name of the spot where he then resided. She hesitated some time, but at length she formed her determination. Taking with her some jewels that belonged to her and a sum of money, she quitted Italy with an attendant, a native of Leghorn, but who understood the common language of Turkey, and departed for Germany.""",,,,,,
88Constantinoplev2ch6,41.0082,28.9784,88,,88,88,Constantinople,Islambol,İstanbul,loc_path,,,,,,,,,,,contempt,,,,,,,,action_physical_dialogue,,,,,,,,,,,,,,,nature_setting_city,nature_loc_interior,nature_aesthetic_na,nature_weather_na,,nature_coastal,Creature,,,,,,,,,,,,,,,,"“A few days after, the Turk entered his daughter’s apartment and told her hastily that he had reason to believe that his residence at Leghorn had been divulged and that he should speedily be delivered up to the French government; he had consequently hired a vessel to convey him to Constantinople, for which city he should sail in a few hours. He intended to leave his daughter under the care of a confidential servant, to follow at her leisure with the greater part of his property, which had not yet arrived at Leghorn.""",,,,,,
